FILENAME,TABLENAME,PVO_NAME,BICC_BATCH_NAME,CLUSTER_FIELDS,PARTITION_BY_TIME,PARTITION_BY_INTEGER,PK_TABLE,INC_TABLE,IEI_TABLE
file_hcmtopmodelanalyticsglobalam_locationam_hrlocationsbasepvoviewall,HCM_LOCATION_HR_LOCATIONS_BASE_VIEW_ALL,hcmtopmodelanalyticsglobalam.locationam.hrlocationsbasepvoviewall,HCM-FULL,,,,PK_HCM_LOCATION_HR_LOCATIONS_BASE_VIEW_ALL,INC_HCM_LOCATION_HR_LOCATIONS_BASE_VIEW_ALL,IEI_HCM_LOCATION_HR_LOCATIONS_BASE_VIEW_ALL
file_hcmtopmodelanalyticsglobalam_locationam_hrlocationspvo,HCM_LOCATION_HR_LOCATIONS,hcmtopmodelanalyticsglobalam.locationam.hrlocationspvo,HCM-FULL,,,,PK_HCM_LOCATION_HR_LOCATIONS,INC_HCM_LOCATION_HR_LOCATIONS,IEI_HCM_LOCATION_HR_LOCATIONS
file_hcmtopmodelanalyticsglobalam_locationam_locationdetailstranslationpvo,HCM_LOCATION_LOCATION_DETAILS_TRANSLATION,hcmtopmodelanalyticsglobalam.locationam.locationdetailstranslationpvo,HCM-FULL,,,,PK_HCM_LOCATION_LOCATION_DETAILS_TRANSLATION,INC_HCM_LOCATION_LOCATION_DETAILS_TRANSLATION,IEI_HCM_LOCATION_LOCATION_DETAILS_TRANSLATION
file_hcmtopmodelanalyticsglobalam_locationam_locationrefpvo,HCM_LOCATION_LOCATION_REF,hcmtopmodelanalyticsglobalam.locationam.locationrefpvo,HCM-FULL,,,,PK_HCM_LOCATION_LOCATION_REF,INC_HCM_LOCATION_LOCATION_REF,IEI_HCM_LOCATION_LOCATION_REF
file_hcmtopmodelanalyticsglobalam_organizationam_businessunitpvo,HCM_ORGANIZATION_BUSINESS_UNIT,hcmtopmodelanalyticsglobalam.organizationam.businessunitpvo,HCM-FULL,,,,PK_HCM_ORGANIZATION_BUSINESS_UNIT,INC_HCM_ORGANIZATION_BUSINESS_UNIT,IEI_HCM_ORGANIZATION_BUSINESS_UNIT
file_hcmtopmodelanalyticsglobalam_organizationam_departmentpvo,HCM_ORGANIZATION_DEPARTMENT,hcmtopmodelanalyticsglobalam.organizationam.departmentpvo,HCM-FULL,,,,PK_HCM_ORGANIZATION_DEPARTMENT,INC_HCM_ORGANIZATION_DEPARTMENT,IEI_HCM_ORGANIZATION_DEPARTMENT
file_hcmtopmodelanalyticsglobalam_organizationam_legalemployerpvo,HCM_ORGANIZATION_LEGAL_EMPLOYER,hcmtopmodelanalyticsglobalam.organizationam.legalemployerpvo,HCM-FULL,,,,PK_HCM_ORGANIZATION_LEGAL_EMPLOYER,INC_HCM_ORGANIZATION_LEGAL_EMPLOYER,IEI_HCM_ORGANIZATION_LEGAL_EMPLOYER
file_hcmtopmodelanalyticsglobalam_organizationam_organizationunittranslationpvo,HCM_ORGANIZATION_ORGANIZATION_UNIT_TRANSLATION,hcmtopmodelanalyticsglobalam.organizationam.organizationunittranslationpvo,HCM-FULL,,,,PK_HCM_ORGANIZATION_ORGANIZATION_UNIT_TRANSLATION,INC_HCM_ORGANIZATION_ORGANIZATION_UNIT_TRANSLATION,IEI_HCM_ORGANIZATION_ORGANIZATION_UNIT_TRANSLATION
file_hcmtopmodelanalyticsglobalam_organizationam_orgtreebicvo,HCM_ORGANIZATION_ORG_TREE_BI_CV_O,hcmtopmodelanalyticsglobalam.organizationam.orgtreebicvo,HCM-FULL,,,,PK_HCM_ORGANIZATION_ORG_TREE_BI_CV_O,INC_HCM_ORGANIZATION_ORG_TREE_BI_CV_O,IEI_HCM_ORGANIZATION_ORG_TREE_BI_CV_O
file_hcmtopmodelanalyticsglobalam_organizationam_unionpvo,HCM_ORGANIZATION_UNION,hcmtopmodelanalyticsglobalam.organizationam.unionpvo,HCM-FULL,,,,PK_HCM_ORGANIZATION_UNION,INC_HCM_ORGANIZATION_UNION,IEI_HCM_ORGANIZATION_UNION
file_hcmtopmodelanalyticsglobalam_personam_emailaddressespvo,HCM_PERSON_EMAIL_ADDRESSES,hcmtopmodelanalyticsglobalam.personam.emailaddressespvo,HCM-FULL,,,,PK_HCM_PERSON_EMAIL_ADDRESSES,INC_HCM_PERSON_EMAIL_ADDRESSES,IEI_HCM_PERSON_EMAIL_ADDRESSES
file_hcmtopmodelanalyticsglobalam_personam_externalidentifierpvo,HCM_PERSON_EXTERNAL_IDENTIFIER,hcmtopmodelanalyticsglobalam.personam.externalidentifierpvo,HCM-FULL,,,,PK_HCM_PERSON_EXTERNAL_IDENTIFIER,INC_HCM_PERSON_EXTERNAL_IDENTIFIER,IEI_HCM_PERSON_EXTERNAL_IDENTIFIER
file_hcmtopmodelanalyticsglobalam_personam_globalpersonforetlpvo,HCM_PERSON_GLOBAL_PERSON_FOR_ETL,hcmtopmodelanalyticsglobalam.personam.globalpersonforetlpvo,HCM-FULL,,,,PK_HCM_PERSON_GLOBAL_PERSON_FOR_ETL,INC_HCM_PERSON_GLOBAL_PERSON_FOR_ETL,IEI_HCM_PERSON_GLOBAL_PERSON_FOR_ETL
file_hcmtopmodelanalyticsglobalam_personam_personaddresspvo,HCM_PERSON_PERSON_ADDRESS,hcmtopmodelanalyticsglobalam.personam.personaddresspvo,HCM-FULL,,,,PK_HCM_PERSON_PERSON_ADDRESS,INC_HCM_PERSON_PERSON_ADDRESS,IEI_HCM_PERSON_PERSON_ADDRESS
file_hcmtopmodelanalyticsglobalam_personam_persondetailspvo,HCM_PERSON_PERSON_DETAILS,hcmtopmodelanalyticsglobalam.personam.persondetailspvo,HCM-FULL,,,,PK_HCM_PERSON_PERSON_DETAILS,INC_HCM_PERSON_PERSON_DETAILS,IEI_HCM_PERSON_PERSON_DETAILS
file_hcmtopmodelanalyticsglobalam_personam_persondisabilitypvo,HCM_PERSON_PERSON_DISABILITY,hcmtopmodelanalyticsglobalam.personam.persondisabilitypvo,HCM-FULL,,,,PK_HCM_PERSON_PERSON_DISABILITY,INC_HCM_PERSON_PERSON_DISABILITY,IEI_HCM_PERSON_PERSON_DISABILITY
file_hcmtopmodelanalyticsglobalam_personam_personethinicitypvoviewall,HCM_PERSON_PERSON_ETHINICITY_VIEW_ALL,hcmtopmodelanalyticsglobalam.personam.personethinicitypvoviewall,HCM-FULL,,,,PK_HCM_PERSON_PERSON_ETHINICITY_VIEW_ALL,INC_HCM_PERSON_PERSON_ETHINICITY_VIEW_ALL,IEI_HCM_PERSON_PERSON_ETHINICITY_VIEW_ALL
file_hcmtopmodelanalyticsglobalam_personam_personlegislativeinfopvo,HCM_PERSON_PERSON_LEGISLATIVE_INFO,hcmtopmodelanalyticsglobalam.personam.personlegislativeinfopvo,HCM-FULL,,,,PK_HCM_PERSON_PERSON_LEGISLATIVE_INFO,INC_HCM_PERSON_PERSON_LEGISLATIVE_INFO,IEI_HCM_PERSON_PERSON_LEGISLATIVE_INFO
file_hcmtopmodelanalyticsglobalam_personam_personnamebasicpvoglobalname,HCM_PERSON_PERSON_NAME_BASIC_GLOBAL_NAME,hcmtopmodelanalyticsglobalam.personam.personnamebasicpvoglobalname,HCM-FULL,,,,PK_HCM_PERSON_PERSON_NAME_BASIC_GLOBAL_NAME,INC_HCM_PERSON_PERSON_NAME_BASIC_GLOBAL_NAME,IEI_HCM_PERSON_PERSON_NAME_BASIC_GLOBAL_NAME
file_hcmtopmodelanalyticsglobalam_personam_personnationalidentifierpvo,HCM_PERSON_PERSON_NATIONAL_IDENTIFIER,hcmtopmodelanalyticsglobalam.personam.personnationalidentifierpvo,HCM-FULL,,,,PK_HCM_PERSON_PERSON_NATIONAL_IDENTIFIER,INC_HCM_PERSON_PERSON_NATIONAL_IDENTIFIER,IEI_HCM_PERSON_PERSON_NATIONAL_IDENTIFIER
file_hcmtopmodelanalyticsglobalam_personam_personpvo,HCM_PERSON_PERSON,hcmtopmodelanalyticsglobalam.personam.personpvo,HCM-FULL,,,,PK_HCM_PERSON_PERSON,INC_HCM_PERSON_PERSON,IEI_HCM_PERSON_PERSON
file_hcmtopmodelanalyticsglobalam_personam_persontypestranslationpvo,HCM_PERSON_PERSON_TYPES_TRANSLATION,hcmtopmodelanalyticsglobalam.personam.persontypestranslationpvo,HCM-FULL,,,,PK_HCM_PERSON_PERSON_TYPES_TRANSLATION,INC_HCM_PERSON_PERSON_TYPES_TRANSLATION,IEI_HCM_PERSON_PERSON_TYPES_TRANSLATION
file_hcmtopmodelanalyticsglobalam_positionam_positionpvo,HCM_POSITION_POSITION,hcmtopmodelanalyticsglobalam.positionam.positionpvo,HCM-FULL,,,,PK_HCM_POSITION_POSITION,INC_HCM_POSITION_POSITION,IEI_HCM_POSITION_POSITION
file_hcmtopmodelanalyticsglobalam_positionam_positionpvoviewall,HCM_POSITION_POSITION_VIEW_ALL,hcmtopmodelanalyticsglobalam.positionam.positionpvoviewall,HCM-FULL,,,,PK_HCM_POSITION_POSITION_VIEW_ALL,INC_HCM_POSITION_POSITION_VIEW_ALL,IEI_HCM_POSITION_POSITION_VIEW_ALL
file_hcmtopmodelanalyticsglobalam_useram_userpvo,HCM_USER_USER,hcmtopmodelanalyticsglobalam.useram.userpvo,HCM-FULL,,,,PK_HCM_USER_USER,INC_HCM_USER_USER,IEI_HCM_USER_USER
file_crmanalyticsam_analyticsserviceam_currenciespvo,CRM_CURRENCIES,crmanalyticsam.analyticsserviceam.currenciespvo,CRM-FULL,,,,PK_CRM_CURRENCIES,INC_CRM_CURRENCIES,IEI_CRM_CURRENCIES
file_crmanalyticsam_analyticsserviceam_lookupvaluespvo,CRM_LOOKUP_VALUES,crmanalyticsam.analyticsserviceam.lookupvaluespvo,CRM-FULL,,,,PK_CRM_LOOKUP_VALUES,INC_CRM_LOOKUP_VALUES,IEI_CRM_LOOKUP_VALUES
file_crmanalyticsam_analyticsserviceam_lookupvaluestlpvo,CRM_LOOKUP_VALUES_TL,crmanalyticsam.analyticsserviceam.lookupvaluestlpvo,CRM-FULL,,,,PK_CRM_LOOKUP_VALUES_TL,INC_CRM_LOOKUP_VALUES_TL,IEI_CRM_LOOKUP_VALUES_TL
file_crmanalyticsam_crmextractam_hzbiccextractam_partyextractpvo,CRM_HZ_PARTY_EXTRACT,crmanalyticsam.crmextractam.hzbiccextractam.partyextractpvo,CRM-FULL,,,,PK_CRM_HZ_PARTY_EXTRACT,INC_CRM_HZ_PARTY_EXTRACT,IEI_CRM_HZ_PARTY_EXTRACT
file_crmanalyticsam_crmextractam_okcbiccextractam_contractheaderextractpvo,CRM_OKC_CONTRACT_HEADER_EXTRACT,crmanalyticsam.crmextractam.okcbiccextractam.contractheaderextractpvo,CRM-FULL,,,,PK_CRM_OKC_CONTRACT_HEADER_EXTRACT,INC_CRM_OKC_CONTRACT_HEADER_EXTRACT,IEI_CRM_OKC_CONTRACT_HEADER_EXTRACT
file_crmanalyticsam_crmextractam_okcbiccextractam_contractlineextractpvo,CRM_OKC_CONTRACT_LINE_EXTRACT,crmanalyticsam.crmextractam.okcbiccextractam.contractlineextractpvo,CRM-FULL,,,,PK_CRM_OKC_CONTRACT_LINE_EXTRACT,INC_CRM_OKC_CONTRACT_LINE_EXTRACT,IEI_CRM_OKC_CONTRACT_LINE_EXTRACT
file_crmanalyticsam_finfunbusinessunitsam_businessunitpvo,CRM_FINFUN_BUSINESS_UNIT,crmanalyticsam.finfunbusinessunitsam.businessunitpvo,CRM-FULL,,,,PK_CRM_FINFUN_BUSINESS_UNIT,INC_CRM_FINFUN_BUSINESS_UNIT,IEI_CRM_FINFUN_BUSINESS_UNIT
file_crmanalyticsam_partiesanalyticsam_location,CRM_PARTIES_LOCATION,crmanalyticsam.partiesanalyticsam.location,CRM-FULL,,,,PK_CRM_PARTIES_LOCATION,INC_CRM_PARTIES_LOCATION,IEI_CRM_PARTIES_LOCATION
file_fscmtopmodelam_finextractam_xlabiccextractam_subledgerjournallineextractpvo,FSCM_FIN_XLA_SUBLEDGER_JOURNAL_LINE_EXTRACT,fscmtopmodelam.finextractam.xlabiccextractam.subledgerjournallineextractpvo,SLJE-FULL,,,,PK_FSCM_FIN_XLA_SUBLEDGER_JOURNAL_LINE_EXTRACT,INC_FSCM_FIN_XLA_SUBLEDGER_JOURNAL_LINE_EXTRACT,IEI_FSCM_FIN_XLA_SUBLEDGER_JOURNAL_LINE_EXTRACT
file_fscmtopmodelam_personam_globalpersonpvo,FSCM_PERSON_GLOBAL_PERSON,fscmtopmodelam.personam.globalpersonpvo,GLBL-FULL,,,,PK_FSCM_PERSON_GLOBAL_PERSON,INC_FSCM_PERSON_GLOBAL_PERSON,IEI_FSCM_PERSON_GLOBAL_PERSON
file_fscmtopmodelam_prjextractam_pjcbiccextractam_expenditureitemextractpvo,FSCM_PRJ_PJC_EXPENDITURE_ITEM_EXTRACT,fscmtopmodelam.prjextractam.pjcbiccextractam.expenditureitemextractpvo,FSC-LONG5,,,,PK_FSCM_PRJ_PJC_EXPENDITURE_ITEM_EXTRACT,INC_FSCM_PRJ_PJC_EXPENDITURE_ITEM_EXTRACT,IEI_FSCM_PRJ_PJC_EXPENDITURE_ITEM_EXTRACT
file_fscmtopmodelam_contractscoream_contracttypep,FSCM_CONTRACTSCORE_CONTRACT_TYPE_P,fscmtopmodelam.contractscoream.contracttypep,FSC-FULL,,,,PK_FSCM_CONTRACTSCORE_CONTRACT_TYPE_P,INC_FSCM_CONTRACTSCORE_CONTRACT_TYPE_P,IEI_FSCM_CONTRACTSCORE_CONTRACT_TYPE_P
file_fscmtopmodelam_contractscoream_contracttypestlp1,FSCM_CONTRACTSCORE_CONTRACT_TYPES_TLP1,fscmtopmodelam.contractscoream.contracttypestlp1,FSC-FULL,,,,PK_FSCM_CONTRACTSCORE_CONTRACT_TYPES_TLP1,INC_FSCM_CONTRACTSCORE_CONTRACT_TYPES_TLP1,IEI_FSCM_CONTRACTSCORE_CONTRACT_TYPES_TLP1
file_fscmtopmodelam_prcponpublicviewam_poncontracttypenegotiationlookuppvo,FSCM_PRC_PON_PON_CONTRACT_TYPE_NEGOTIATION_LOOKUP,fscmtopmodelam.prcponpublicviewam.poncontracttypenegotiationlookuppvo,FSC-FULL,,,,PK_FSCM_PRC_PON_PON_CONTRACT_TYPE_NEGOTIATION_LOOKUP,INC_FSCM_PRC_PON_PON_CONTRACT_TYPE_NEGOTIATION_LOOKUP,IEI_FSCM_PRC_PON_PON_CONTRACT_TYPE_NEGOTIATION_LOOKUP
file_fscmtopmodelam_pjobudgetsandforecastsanalyticsam_projectplanversionbudgetpvo,FSCM_PJO_PROJECT_PLAN_VERSION_BUDGET,fscmtopmodelam.pjobudgetsandforecastsanalyticsam.projectplanversionbudgetpvo,FSC-FULL,,,,PK_FSCM_PJO_PROJECT_PLAN_VERSION_BUDGET,INC_FSCM_PJO_PROJECT_PLAN_VERSION_BUDGET,IEI_FSCM_PJO_PROJECT_PLAN_VERSION_BUDGET
file_fscmtopmodelam_pjsprojectperformanceam_pjsactualcostsp1,FSCM_PJSPROJECTPERFORMANCE_ACTUAL_COSTS_P1,fscmtopmodelam.pjsprojectperformanceam.pjsactualcostsp1,FSC-FULL,,,,PK_FSCM_PJSPROJECTPERFORMANCE_ACTUAL_COSTS_P1,INC_FSCM_PJSPROJECTPERFORMANCE_ACTUAL_COSTS_P1,IEI_FSCM_PJSPROJECTPERFORMANCE_ACTUAL_COSTS_P1
file_fscmtopmodelam_prjextractam_pjobiccextractam_planningoptionextractp1,FSCM_PRJ_PJO_PLANNING_OPTION_EXTRACT_P1,fscmtopmodelam.prjextractam.pjobiccextractam.planningoptionextractp1,FSC-FULL,,,,PK_FSCM_PRJ_PJO_PLANNING_OPTION_EXTRACT_P1,INC_FSCM_PRJ_PJO_PLANNING_OPTION_EXTRACT_P1,IEI_FSCM_PRJ_PJO_PLANNING_OPTION_EXTRACT_P1
file_fscmtopmodelam_prjextractam_pjcbiccextractam_laborcostdistributionextractpvo,FSCM_PRJ_PJC_LABOR_COST_DISTRIBUTION_EXTRACT,fscmtopmodelam.prjextractam.pjcbiccextractam.laborcostdistributionextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJC_LABOR_COST_DISTRIBUTION_EXTRACT,INC_FSCM_PRJ_PJC_LABOR_COST_DISTRIBUTION_EXTRACT,IEI_FSCM_PRJ_PJC_LABOR_COST_DISTRIBUTION_EXTRACT
file_fscmtopmodelam_prjextractam_pjbbiccextractam_invoicedistributionextractpvo,FSCM_PRJ_PJB_INVOICE_DISTRIBUTION_EXTRACT,fscmtopmodelam.prjextractam.pjbbiccextractam.invoicedistributionextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJB_INVOICE_DISTRIBUTION_EXTRACT,INC_FSCM_PRJ_PJB_INVOICE_DISTRIBUTION_EXTRACT,IEI_FSCM_PRJ_PJB_INVOICE_DISTRIBUTION_EXTRACT
file_fscmtopmodelam_prjextractam_pjcbiccextractam_projectexpenditurecommentsextractpvo,FSCM_PRJ_PJC_PROJECT_EXPENDITURE_COMMENTS_EXTRACT,fscmtopmodelam.prjextractam.pjcbiccextractam.projectexpenditurecommentsextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_PJC_PROJECT_EXPENDITURE_COMMENTS_EXTRACT,INC_FSCM_PRJ_PJC_PROJECT_EXPENDITURE_COMMENTS_EXTRACT,IEI_FSCM_PRJ_PJC_PROJECT_EXPENDITURE_COMMENTS_EXTRACT
file_fscmtopmodelam_prjextractam_gmsbiccextractam_awardfundingsourceextractpvo,FSCM_PRJ_GMS_AWARD_FUNDING_SOURCE_EXTRACT,fscmtopmodelam.prjextractam.gmsbiccextractam.awardfundingsourceextractpvo,FSC-FULL,,,,PK_FSCM_PRJ_GMS_AWARD_FUNDING_SOURCE_EXTRACT,INC_FSCM_PRJ_GMS_AWARD_FUNDING_SOURCE_EXTRACT,IEI_FSCM_PRJ_GMS_AWARD_FUNDING_SOURCE_EXTRACT
file_hcmtopmodelanalyticsglobalam_baseworkerasgdffbiam_flex_bi_baseworkerasgdff_vi,HCM_BASEWORKER_FLEX_BI_BASE_WORKER_ASG_DFF_VI,hcmtopmodelanalyticsglobalam.baseworkerasgdffbiam.flex_bi_baseworkerasgdff_vi,HCM-FULL,,,,PK_HCM_BASEWORKER_FLEX_BI_BASE_WORKER_ASG_DFF_VI,INC_HCM_BASEWORKER_FLEX_BI_BASE_WORKER_ASG_DFF_VI,IEI_HCM_BASEWORKER_FLEX_BI_BASE_WORKER_ASG_DFF_VI
file_fscmtopmodelam_finextractam_glbiccextractam_journalbatchextractpvo,FSCM_FIN_GL_JOURNAL_BATCH_EXTRACT,fscmtopmodelam.finextractam.glbiccextractam.journalbatchextractpvo,FSC-FULL,,,,PK_FSCM_FIN_GL_JOURNAL_BATCH_EXTRACT,INC_FSCM_FIN_GL_JOURNAL_BATCH_EXTRACT,IEI_FSCM_FIN_GL_JOURNAL_BATCH_EXTRACT
file_fscmtopmodelam_finexmentrysharedam_expensereporthistorypvo,FSCM_FINEXMENTRYSHARED_EXPENSE_REPORT_HISTORY,fscmtopmodelam.finexmentrysharedam.expensereporthistorypvo,FSC-FULL,,,,PK_FSCM_FINEXMENTRYSHARED_EXPENSE_REPORT_HISTORY,INC_FSCM_FINEXMENTRYSHARED_EXPENSE_REPORT_HISTORY,IEI_FSCM_FINEXMENTRYSHARED_EXPENSE_REPORT_HISTORY
file_fscmtopmodelam_prcpopublicviewam_requisitionactionhistorypvo,FSCM_PRCPOPUBLICVIEW_REQUISTION_ACTION_HISTORY,fscmtopmodelam.prcpopublicviewam.requisitionactionhistorypvo,FSC-FULL,,,,PK_FSCM_PRCPOPUBLICVIEW_REQUISTION_ACTION_HISTORY,INC_FSCM_PRCPOPUBLICVIEW_REQUISTION_ACTION_HISTORY,IEI_FSCM_PRCPOPUBLICVIEW_REQUISTION_ACTION_HISTORY
file_fscmtopmodelam_polinedffpublicbiam_flex_bi_polinedffpublic_vi,FSCM_POLINEDFFPUBLICBI_FLEX_BI_PO_LINE_DFF_PUBLIC_VI,fscmtopmodelam.polinedffpublicbiam.flex_bi_polinedffpublic_vi,FSC-FULL,,,,PK_FSCM_POLINEDFFPUBLICBI_FLEX_BI_PO_LINE_DFF_PUBLIC_VI,INC_FSCM_POLINEDFFPUBLICBI_FLEX_BI_PO_LINE_DFF_PUBLIC_VI,IEI_FSCM_POLINEDFFPUBLICBI_FLEX_BI_PO_LINE_DFF_PUBLIC_VI
file_fscmtopmodelam_finglprogramjrnlimportam_journalimportreferencepvo,FSCM_FIN_GL_JOURNAL_IMPORT_REFERENCE_EXTRACT,fscmtopmodelam.finglprogramjrnlimportam.journalimportreferencepvo,FSC-LONG3,,,,PK_FSCM_FIN_GL_JOURNAL_IMPORT_REFERENCE_EXTRACT,INC_FSCM_FIN_GL_JOURNAL_IMPORT_REFERENCE_EXTRACT,IEI_FSCM_FIN_GL_JOURNAL_IMPORT_REFERENCE_EXTRACT
